"hotel_name","hotel_url","source","source_reduced","uri","postalcode","streetaddress","addresscountry","addresslocality","frequent_part_hotel_name","infrequent_part_hotel_name"
"Waldorf Celestion Apartment Hotel","<https://www.booking.com/hotel/nz/celestion-waldorf-apartments.html?aid=303905&label=home>","<http://www.nighttours.com/auckland/>","www.nighttours.com","www.nighttours.com_1002","1010","19 - 23 Anzac Avenue","nz","Auckland","apartment hotel","waldorf celestion"
"Auckland City Hotel - Hobson St","<https://www.booking.com/hotel/nz/auckland-city-hobson-st.html?aid=303905&label=home>","<http://www.nighttours.com/auckland/>","www.nighttours.com","www.nighttours.com_1003","1010","157 Hobson Street","nz","Auckland","city st hotel","auckland hobson"
"Rixos Libertas Dubrovnik","<https://www.booking.com/hotel/hr/rixos-libertas.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/dubrovnik/gayguide/gaynudesail.html>","www.nighttours.com","www.nighttours.com_1004","20000","Liechtensteinov Put 3","hr","Dubrovnik","","libertas dubrovnik rixos"
"Hotel Petka","<https://www.booking.com/hotel/hr/petka.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/dubrovnik/gayguide/gaynudesail.html>","www.nighttours.com","www.nighttours.com_1005","20000","Obala S. Radica 38","hr","Dubrovnik","hotel","petka"
"Apartments Festa","<https://www.booking.com/hotel/hr/festa-apartmants.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/dubrovnik/gayguide/gaynudesail.html>","www.nighttours.com","www.nighttours.com_1006","20 000","Hli\u0111ina 2","hr","Dubrovnik","apartments","festa"
"Grand Hotel Park","<https://www.booking.com/hotel/hr/grandhotelparkdubrovnik.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/dubrovnik/gayguide/gaynudesail.html>","www.nighttours.com","www.nighttours.com_1007","20000","Setaliste kralja Zvonimira 39","hr","Dubrovnik","park grand hotel",""
"Park Plaza Santiago","<https://www.booking.com/hotel/cl/santiago-park-plaza.html?aid=303905&label=home>","<http://www.nighttours.com/santiago/>","www.nighttours.com","www.nighttours.com_1008","7510190 ","Av. Ricardo Lyon 207 ","cl","Santiago","park plaza","santiago"
"NH Collection Plaza Santiago","<https://www.booking.com/hotel/cl/nh-collection-plaza-santiago.html?aid=303905&label=home>","<http://www.nighttours.com/santiago/>","www.nighttours.com","www.nighttours.com_1009","6760197","Avenida Vitacura, 2610","cl","Santiago","plaza","nh santiago collection"
"Hotel Subur","<https://www.booking.com/hotel/es/subur.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/sitges/gayguide/sitges-carnival.html>","www.nighttours.com","www.nighttours.com_101","08870","Paseo de la Ribera, s/n","es","Sitges","hotel","subur"
"Hotel Kennedy","<https://www.booking.com/hotel/cl/kennedy-santiago.html?aid=303905&label=home>","<http://www.nighttours.com/santiago/>","www.nighttours.com","www.nighttours.com_1010","7630454","Avenida Kennedy, 4570","cl","Santiago","hotel","kennedy"
"Time Suite","<https://www.booking.com/hotel/cl/time-suites.html?aid=303905&label=home>","<http://www.nighttours.com/santiago/>","www.nighttours.com","www.nighttours.com_1011","7550274","Callao 2988","cl","Santiago","","time suite"
"Motel 6 Mammoth Lakes","<https://www.booking.com/hotel/us/motel-6-mammoth-lakes.html?aid=303905&label=home>","<http://www.nighttours.com/mammoth/>","www.nighttours.com","www.nighttours.com_1012","93546","3372 Main Street","us","Mammoth Lakes","motel","mammoth lakes"
"The Village Lodge","<https://www.booking.com/hotel/us/the-village-lodge.html?aid=303905&label=home>","<http://www.nighttours.com/mammoth/>","www.nighttours.com","www.nighttours.com_1013","93546","1111 Forest Trail","us","Mammoth Lakes","lodge","village"
"Juniper Springs Resort","<https://www.booking.com/hotel/us/juniper-springs-resort.html?aid=303905&label=home>","<http://www.nighttours.com/mammoth/>","www.nighttours.com","www.nighttours.com_1014","93546","4000 Meridian Boulevard","us","Mammoth Lakes","resort","juniper springs"
"Tamarack Lodge","<https://www.booking.com/hotel/us/tamarack-lodge.html?aid=303905&label=home>","<http://www.nighttours.com/mammoth/>","www.nighttours.com","www.nighttours.com_1015","93546","163 Twin Lakes Road","us","Mammoth Lakes","lodge","tamarack"
"Park Hotel Tokyo","<https://www.booking.com/hotel/jp/park-tokyo.html?aid=303905&label=home>","<http://www.nighttours.com/tokyo/>","www.nighttours.com","www.nighttours.com_1016","105-7227","Minato-ku Higashi Shimbashi 1-7-1","jp","Tokyo","park hotel","tokyo"
"Hotel Metropolitan Tokyo Ikebukuro","<https://www.booking.com/hotel/jp/metropolitan-tokyo.html?aid=303905&label=home>","<http://www.nighttours.com/tokyo/>","www.nighttours.com","www.nighttours.com_1017","171-8505","Toshima-ku, Nishi-Ikebukuro 1-6-1","jp","Tokyo","hotel","ikebukuro tokyo metropolitan"
"Stayto","<https://www.booking.com/hotel/jp/oak-tokyo.html?aid=303905&label=home>","<http://www.nighttours.com/tokyo/>","www.nighttours.com","www.nighttours.com_1018","110-0015","Taito-ku Higashiueno 6-1-2","jp","Tokyo","","stayto"
"ANA InterContinental Tokyo","<https://www.booking.com/hotel/jp/ana-intercontinental-tokyo.html?aid=303905&label=home>","<http://www.nighttours.com/tokyo/>","www.nighttours.com","www.nighttours.com_1019","107-0052","Minato-ku, Akasaka 1-12-33 ","jp","Tokyo","intercontinental","tokyo ana"
"La Santa Mar\u00EDa","<https://www.booking.com/hotel/es/la-santa-maria.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/sitges/gayguide/sitges-carnival.html>","www.nighttours.com","www.nighttours.com_102","08870","Paseo de la Ribera, 52","es","Sitges","la","mar santa"
"Jurys Inn Belfast","<https://www.booking.com/hotel/gb/jurys-belfast.html?aid=303905&label=home>","<http://www.nighttours.com/belfast/>","www.nighttours.com","www.nighttours.com_1020","BT1 6DY","Great Victoria Street","uk","Belfast","inn","belfast jurys"
"ibis Belfast City Centre","<https://www.booking.com/hotel/gb/ibis-belfast-city-centre.html?aid=303905&label=home>","<http://www.nighttours.com/belfast/>","www.nighttours.com","www.nighttours.com_1021","BT1 1HF","100 Castle Street","uk","Belfast","centre city","ibis belfast"
"Park Inn by Radisson Belfast","<https://www.booking.com/hotel/gb/park-inn-belfast.html?aid=303905&label=home>","<http://www.nighttours.com/belfast/>","www.nighttours.com","www.nighttours.com_1022","BT2 7GP","4 Clarence Street West","uk","Belfast","park inn","belfast radisson"
"The Excelsior","<https://www.booking.com/hotel/ch/excelsior-arosa.html?aid=303905&label=home>","<http://www.nighttours.com/arosa/>","www.nighttours.com","www.nighttours.com_1023","7050","Sonnenbergstrasse","ch","Arosa","","excelsior"
"Blatter's Bellavista Hotel","<https://www.booking.com/hotel/ch/blatter-s-bellavista.html?aid=303905&label=home>","<http://www.nighttours.com/arosa/>","www.nighttours.com","www.nighttours.com_1024","7050","Untere Waldpromenade","ch","Arosa","hotel","bellavista blatter"
"Waldhotel National Superior","<https://www.booking.com/hotel/ch/waldhotel-national.html?aid=303905&label=home>","<http://www.nighttours.com/arosa/>","www.nighttours.com","www.nighttours.com_1025","7050","Tomelistrasse","ch","Arosa","","waldhotel superior national"
"Hotel Streiff Superior","<https://www.booking.com/hotel/ch/streiff.html?aid=303905&label=home>","<http://www.nighttours.com/arosa/>","www.nighttours.com","www.nighttours.com_1026","7050","Sonnenbergstrasse","ch","Arosa","hotel","streiff superior"
"Hotel Toon","<https://www.booking.com/hotel/nl/toon.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/lellebel.html>","www.nighttours.com","www.nighttours.com_1027","","Utrechtsestraat 18","nl","","hotel","toon"
"Royal Amsterdam Hotel","<https://www.booking.com/hotel/nl/royal-amsterdam.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/lellebel.html>","www.nighttours.com","www.nighttours.com_1028","","Rembrandtplein 44","nl","","hotel","royal amsterdam"
"Luxe grachten appartement","<https://www.booking.com/hotel/nl/luxe-grachten-appartement.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/lellebel.html>","www.nighttours.com","www.nighttours.com_1029","","Herengracht 579","nl","","","appartement grachten luxe"
"City Apartments Antwerpen","<https://www.booking.com/hotel/be/strael-residence.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/antwerp/gayguide/the-kinky-s.html>","www.nighttours.com","www.nighttours.com_103","","Van Stralenstraat 49","be","","city apartments","antwerpen"
"City Hotel","<https://www.booking.com/hotel/nl/cityhotelamsterdam.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/lellebel.html>","www.nighttours.com","www.nighttours.com_1030","","Utrechtsestraat 2","nl","","city hotel",""
"Renaissance Aruba Resort & Casino, A Marriott Luxury & Lifes","<https://www.booking.com/hotel/aw/renaissance-aruba-resort-and-casino.html?aid=303905&label=home>","<http://www.nighttours.com/aruba/>","www.nighttours.com","www.nighttours.com_1031","","L.G. Smith Boulevard 82","aw","Oranjestad","resort","renaissance marriott luxury casino lifes aruba"
"Brickell Bay Beach Club Boutique Hotel & Spa - Adults Only","<https://www.booking.com/hotel/aw/brickell-bay-beach-club.html?aid=303905&label=home>","<http://www.nighttours.com/aruba/>","www.nighttours.com","www.nighttours.com_1032","","J.E. Irausquin Blvd 370","aw","Palm-Eagle Beach","beach boutique spa hotel","brickell bay adults club"
"Aruba Marriott Resort & Stellaris Casino","<https://www.booking.com/hotel/aw/aruba-marriott-resort-stellaris-casino.html?aid=303905&label=home>","<http://www.nighttours.com/aruba/>","www.nighttours.com","www.nighttours.com_1033","Palm Beach","L.G. Smith Boulevard # 101","aw","Palm-Eagle Beach","resort","stellaris marriott casino aruba"
"Cairo Marriott Hotel & Omar Khayyam Casino","<https://www.booking.com/hotel/eg/cairo-marriott-omar-khayyam-casino.html?aid=303905&label=home>","<http://www.nighttours.com/cairo/>","www.nighttours.com","www.nighttours.com_1034","11211","16 Saraya El Gezira","eg","Cairo","hotel","marriott casino khayyam omar cairo"
"Sofitel Cairo Nile El Gezirah","<https://www.booking.com/hotel/eg/el-gezirah-cairo.html?aid=303905&label=home>","<http://www.nighttours.com/cairo/>","www.nighttours.com","www.nighttours.com_1035","11518","3 El Thawra Council St Zamalek","eg","Cairo","","gezirah el nile sofitel cairo"
"Safir Hotel Cairo","<https://www.booking.com/hotel/eg/safircairo.html?aid=303905&label=home>","<http://www.nighttours.com/cairo/>","www.nighttours.com","www.nighttours.com_1036","","Midan El Missaha Square","eg","Cairo","hotel","safir cairo"
"Hotel Novotel Cairo El Borg","<https://www.booking.com/hotel/eg/novotel-cairo-el-borg.html?aid=303905&label=home>","<http://www.nighttours.com/cairo/>","www.nighttours.com","www.nighttours.com_1037","","3 Saray El Gezirah, Zamalek","eg","Cairo","hotel","el borg novotel cairo"
"Pyramids View Inn","<https://www.booking.com/hotel/eg/pyramids-view-inn.html?aid=303905&label=feature_home>","<http://www.nighttours.com/cairo/>","www.nighttours.com","www.nighttours.com_1038","","10 Sphinx Street, Nazlet El-Semman, Giza","eg","Cairo","inn","pyramids view"
"Tzekos Villas","<https://www.booking.com/hotel/gr/tzekos-villas.html?aid=303905&label=home>","<http://www.nighttours.com/santorini/>","www.nighttours.com","www.nighttours.com_1039","84700","Fira","gr","Fira","","villas tzekos"
"Apartment in Antwerp city centre","<https://www.booking.com/hotel/be/apartment-in-antwerp-city-centre.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/antwerp/gayguide/the-kinky-s.html>","www.nighttours.com","www.nighttours.com_104","","9 Lange Winkelhaakstraat","be","","apartment city centre","antwerp"
"Nonis Apartments","<https://www.booking.com/hotel/gr/nonis-luxurius-apartments.html?aid=303905&label=home>","<http://www.nighttours.com/santorini/>","www.nighttours.com","www.nighttours.com_1040","84700","Off Agiou Mina Street","gr","Fira","apartments","nonis"
"Agali Houses","<https://www.booking.com/hotel/gr/agali-houses.html?aid=303905&label=home>","<http://www.nighttours.com/santorini/>","www.nighttours.com","www.nighttours.com_1041","84 700","Main Street","gr","Firostefani","","houses agali"
"Cosmopolitan Suites","<https://www.booking.com/hotel/gr/cosmopolitan-suites.html?aid=303905&label=home>","<http://www.nighttours.com/santorini/>","www.nighttours.com","www.nighttours.com_1042","84700","Main Street","gr","Fira","suites","cosmopolitan"
"Eurostars Conquistador","<https://www.booking.com/hotel/es/conquistador.html?aid=303905&label=home>","<http://www.nighttours.com/cordoba/>","www.nighttours.com","www.nighttours.com_1043","14003","Magistral Gonz\u00E1lez Franc\u00E9s, 15-17","es","C\u00F3rdoba","","eurostars conquistador"
"Eurostars Maimonides","<https://www.booking.com/hotel/es/maimonides.html?aid=303905&label=home>","<http://www.nighttours.com/cordoba/>","www.nighttours.com","www.nighttours.com_1044","14003","Torrijos, 4","es","C\u00F3rdoba","","maimonides eurostars"
"Eurostars Patios de Cordoba","<https://www.booking.com/hotel/es/eurostars-patios-de-cordoba.html?aid=303905&label=home>","<http://www.nighttours.com/cordoba/>","www.nighttours.com","www.nighttours.com_1045","14001","Diario C\u00F3rdoba, 13","es","C\u00F3rdoba","de","eurostars patios cordoba"
"NH Collection Amistad C\u00F3rdoba","<https://www.booking.com/hotel/es/nhcollectionamistadcordoba.html?aid=303905&label=home>","<http://www.nighttours.com/cordoba/>","www.nighttours.com","www.nighttours.com_1046","14004","Plaza de Maimonides, 3","es","C\u00F3rdoba","","nh c collection amistad"
"Jurys Inn Birmingham","<https://www.booking.com/hotel/gb/jurys-birmingham.html?aid=303905&label=home>","<http://www.nighttours.com/birmingham/>","www.nighttours.com","www.nighttours.com_1047","B1 2HQ","245 Broad Street","uk","Birmingham","inn","birmingham jurys"
"Radisson Blu Hotel, Birmingham","<https://www.booking.com/hotel/gb/radisson-sas.html?aid=303905&label=home>","<http://www.nighttours.com/birmingham/>","www.nighttours.com","www.nighttours.com_1048","B1 1BT","12 Holloway Circus","uk","Birmingham","hotel","blu birmingham radisson"
"Copthorne Hotel Birmingham","<https://www.booking.com/hotel/gb/copthornebirmingham.html?aid=303905&label=home>","<http://www.nighttours.com/birmingham/>","www.nighttours.com","www.nighttours.com_1049","B3 3HJ","Paradise Circus","uk","Birmingham","hotel","copthorne birmingham"
"Radisson BLU Astrid Hotel, Antwerp","<https://www.booking.com/hotel/be/astridplaza.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/antwerp/gayguide/the-kinky-s.html>","www.nighttours.com","www.nighttours.com_105","","Koningin Astrid Plein 7","be","","hotel","blu astrid radisson antwerp"
"Nitenite","<https://www.booking.com/hotel/gb/nitenite.html?aid=303905&label=home>","<http://www.nighttours.com/birmingham/>","www.nighttours.com","www.nighttours.com_1050","B1 1TB","18 Holliday Street","uk","Birmingham","","nitenite"
"Berger's Sporthotel","<https://www.booking.com/hotel/at/berger-s-sporthotel.html?aid=303905&label=home>","<http://www.nighttours.com/saalbach/>","www.nighttours.com","www.nighttours.com_1051","5753","Dorfplatz 33","at","Saalbach Hinterglemm","","sporthotel berger"
"Art & Ski-in Hotel Hinterhag","<https://www.booking.com/hotel/at/art-ski-in-hinterhag.html?aid=303905&label=home>","<http://www.nighttours.com/saalbach/>","www.nighttours.com","www.nighttours.com_1052","5753","Hinterhagweg 43","at","Saalbach Hinterglemm","hotel","hinterhag art ski"
"eva,GARDEN","<https://www.booking.com/hotel/at/eva-garden.html?aid=303905&label=home>","<http://www.nighttours.com/saalbach/>","www.nighttours.com","www.nighttours.com_1053","5753","Unterer Ronachweg 458","at","Saalbach Hinterglemm","garden","eva"
"Hotel Neuhaus","<https://www.booking.com/hotel/at/hotelneuhaussaalb.html?aid=303905&label=home>","<http://www.nighttours.com/saalbach/>","www.nighttours.com","www.nighttours.com_1054","5753","Oberdorf 38","at","Saalbach Hinterglemm","hotel","neuhaus"
"Best Western Premier Hotel Astoria","<https://www.booking.com/hotel/hr/astoria.html?aid=303905&label=home>","<http://www.nighttours.com/zagreb/>","www.nighttours.com","www.nighttours.com_1055","10000","Petrinjska 71","hr","Zagreb","hotel best western","astoria premier"
"Palace Hotel Zagreb","<https://www.booking.com/hotel/hr/palacehotelzagreb.html?aid=303905&label=home>","<http://www.nighttours.com/zagreb/>","www.nighttours.com","www.nighttours.com_1056","10 000","Square J.J.Strossmayer 10","hr","Zagreb","hotel","palace zagreb"
"Hotel Dubrovnik","<https://www.booking.com/hotel/hr/dubrovnik.html?aid=303905&label=home>","<http://www.nighttours.com/zagreb/>","www.nighttours.com","www.nighttours.com_1057","10000","Ljudevita Gaja 1","hr","Zagreb","hotel","dubrovnik"
"Esplanade Zagreb Hotel","<https://www.booking.com/hotel/hr/esplanade-zagreb-hotel.html?aid=303905&label=home>","<http://www.nighttours.com/zagreb/>","www.nighttours.com","www.nighttours.com_1058","10000","Mihanovi\u0107eva 1","hr","Zagreb","hotel","esplanade zagreb"
"Hostel die Wohngemeinschaft","<https://www.booking.com/hotel/de/hostel-die-wohngemeinschaft.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/cologne/gayguide/sonderverkehr.html>","www.nighttours.com","www.nighttours.com_1059","","Richard-Wagner-Str. 39","de","","","wohngemeinschaft die hostel"
"B&B The Baron","<https://www.booking.com/hotel/be/the-baron.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/antwerp/gayguide/the-kinky-s.html>","www.nighttours.com","www.nighttours.com_106","","Osystraat 17","be","","b","baron"
"HOPPER Hotel et cetera","<https://www.booking.com/hotel/de/hopperhoteletceteracologne.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/cologne/gayguide/sonderverkehr.html>","www.nighttours.com","www.nighttours.com_1060","","Br\u00FCsseler Strasse 26","de","","hotel","cetera et hopper"
"D-Resort Gocek Special Category","<https://www.booking.com/hotel/tr/d-marin-resort-gocek.html?aid=303905&label=home>","<http://www.nighttours.com/gocek/>","www.nighttours.com","www.nighttours.com_1061","48300","Cumhuriyet Mahallesi Gocek Koyici Mevkii","tr","G\u00F6cek","resort","gocek special category"
"Dalya Life","<https://www.booking.com/hotel/tr/dalya-life.html?aid=303905&label=home>","<http://www.nighttours.com/gocek/>","www.nighttours.com","www.nighttours.com_1062","48310","\u015Eerefler K\u00F6y\u00FC Tersakan Mah. No:37 Gocek","tr","G\u00F6cek","","dalya life"
"Kybele Hotel Gocek","<https://www.booking.com/hotel/tr/kybele-gocek.html?aid=303905&label=home>","<http://www.nighttours.com/gocek/>","www.nighttours.com","www.nighttours.com_1063","48310","Cumhuriyet Mah. Gonca Sok. No:20","tr","G\u00F6cek","hotel","gocek kybele"
"Hotel Mastino","<https://www.booking.com/hotel/it/hotelmastino.html?aid=303905&label=home>","<http://www.nighttours.com/verona/>","www.nighttours.com","www.nighttours.com_1064","37122","Corso Porta Nuova 16","it","Verona","hotel","mastino"
"Hotel Accademia","<https://www.booking.com/hotel/it/accademia-verona.html?aid=303905&label=home>","<http://www.nighttours.com/verona/>","www.nighttours.com","www.nighttours.com_1065","37121","Via Scala 12","it","Verona","hotel","accademia"
"Hotel Marco Polo","<https://www.booking.com/hotel/it/marco-polo-verona.html?aid=303905&label=home>","<http://www.nighttours.com/verona/>","www.nighttours.com","www.nighttours.com_1066","37122","Via di Sant'Antonio, 6","it","Verona","hotel","marco polo"
"Best Western Hotel de Capuleti","<https://www.booking.com/hotel/it/hotelcapuletiverona.html?aid=303905&label=home>","<http://www.nighttours.com/verona/>","www.nighttours.com","www.nighttours.com_1067","37122","Via del Pontiere 26","it","Verona","hotel de best western","capuleti"
"Howard Johnson Metro Airport","<https://www.booking.com/hotel/us/howard-johnson-metro-airport.html?aid=303905&label=home>","<http://www.nighttours.com/detroit/>","www.nighttours.com","www.nighttours.com_1068","48174","31119 Flynn Drive","us","Romulus","airport","metro howard johnson"
"DoubleTree Suites by Hilton Detroit Downtown - Fort Shelby","<https://www.booking.com/hotel/us/doubletree-guest-suites-detroit-downtown-fort-shelby.html?aid=303905&label=home>","<http://www.nighttours.com/detroit/>","www.nighttours.com","www.nighttours.com_1069","48226","525 West Lafayette Boulevard","us","Detroit","hilton downtown suites","detroit shelby doubletree fort"
"The Crown & Anchor","<https://www.booking.com/hotel/gb/the-crown-manchester.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/manchester/gayguide/basement-sauna-complex.html>","www.nighttours.com","www.nighttours.com_107","","41 Hilton Street","uk","","","crown anchor"
"Hilton Garden Inn Detroit Downtown","<https://www.booking.com/hotel/us/hilton-garden-inn-detroit-downtown.html?aid=303905&label=home>","<http://www.nighttours.com/detroit/>","www.nighttours.com","www.nighttours.com_1070","48226","351 Gratiot Avenue","us","Detroit","hilton garden downtown inn","detroit"
"Radisson Blu Resort, Split","<https://www.booking.com/hotel/hr/radisson-blu-resort-split.html?aid=303905&label=home>","<http://www.nighttours.com/split/>","www.nighttours.com","www.nighttours.com_1071","HR-21000","Put Trstenika 19","hr","Split","resort","blu split radisson"
"Palace Judita Heritage Hotel","<https://www.booking.com/hotel/hr/palace-luxury-judita-suits.html?aid=303905&label=home>","<http://www.nighttours.com/split/>","www.nighttours.com","www.nighttours.com_1072","21000","Narodni trg 4","hr","Split","hotel","heritage judita palace"
"Hotel Marmont Heritage","<https://www.booking.com/hotel/hr/marmont.html?aid=303905&label=home>","<http://www.nighttours.com/split/>","www.nighttours.com","www.nighttours.com_1073","21000","Zadarska 13","hr","Split","hotel","marmont heritage"
"La Porta Luxury Rooms","<https://www.booking.com/hotel/hr/leonardo-luxury-rooms.html?aid=303905&label=home>","<http://www.nighttours.com/split/>","www.nighttours.com","www.nighttours.com_1074","21000","Hrvojeva 6","hr","Split","la","luxury rooms porta"
"MEININGER Hotel Amsterdam City West","<https://www.booking.com/hotel/nl/meininger-amsterdam-city-west.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/wasteland.html>","www.nighttours.com","www.nighttours.com_1075","","Orlyplein 1-67","nl","","city hotel west","meininger amsterdam"
"ibis Amsterdam City West","<https://www.booking.com/hotel/nl/ibisamwestcorner.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/wasteland.html>","www.nighttours.com","www.nighttours.com_1076","","Transformatorweg 36","nl","","city west","ibis amsterdam"
"Mercure Amsterdam Sloterdijk Station","<https://www.booking.com/hotel/nl/mercure-amsterdam-sloterdijk-station-opening-july-2015.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/wasteland.html>","www.nighttours.com","www.nighttours.com_1077","","Naritaweg 1","nl","","","sloterdijk amsterdam station mercure"
"Amsterdam ID Aparthotel","<https://www.booking.com/hotel/nl/amsterdam-identity.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/wasteland.html>","www.nighttours.com","www.nighttours.com_1078","","Naritaweg 51","nl","","","aparthotel id amsterdam"
"Dalt Villa - Apartment","<https://www.booking.com/hotel/es/dalt-villa-apartment.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/ibiza/gayguide/cheri.html>","www.nighttours.com","www.nighttours.com_1079","","Carrer de Mar 19","es","","apartment villa","dalt"
"Gabriel's Serviced Apartment","<https://www.booking.com/hotel/gb/gabriel-39-s-serviced-apartment.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/manchester/gayguide/basement-sauna-complex.html>","www.nighttours.com","www.nighttours.com_108","","40 Hilton Street","uk","","apartment","serviced gabriel"
"105 Suites","<https://www.booking.com/hotel/es/105-suites.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/ibiza/gayguide/cheri.html>","www.nighttours.com","www.nighttours.com_1080","","2 Carrer Cipriano Garijo","es","","suites",""
"Sea view Apartments @MarinaMagna","<https://www.booking.com/hotel/es/bucanero.html?aid=303905&label=detailsuggestion>","<http://www.nighttours.com/ibiza/gayguide/cheri.html>","www.nighttours.com","www.nighttours.com_1081","","2 Carrer Cipriano Garijo","es","","apartments","sea view marinamagna"
"Luxury Flower Market Apartment","<https://www.booking.com/hotel/nl/luxury-flower-market-apartment.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/gay-pub-crawl-amsterdam.html>","www.nighttours.com","www.nighttours.com_1082","","Sint Jorisstraat 30","nl","","apartment","luxury market flower"
"A-Location Apartment","<https://www.booking.com/hotel/nl/a-location-apartment.html?aid=303905&label=detailsuggestion>","<https://www.nighttours.com/amsterdam/gayguide/gay-pub-crawl-amsterdam.html>","www.nighttours.com","www.nighttours.com_1083","","Herengracht","nl","","apartment","location"
"Hotel Atl\u00E2ntico B\u00FAzios Convention & Resort","<https://www.booking.com/hotel/br/atlantico-buzios-convention-resort.html?aid=303905&label=home>","<http://www.nighttours.com/buzios/>","www.nighttours.com","www.nighttours.com_1084","28950-000","Estrada da Usina, s/n","br","B\u00FAzios","resort hotel b","atl convention"
